R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_gamma,L_gamma,R_d_gamma,L_d_gamma,R_beta,L_beta,R_d_beta,L_d_beta,R_T_w,L_T_w,R_T_p,L_T_p,R_l,L_l
-4.668519,-4.668519,-0.295788,0.597981,-0.936997,-0.936997,-0.719817,-0.682857,-0.095032,-0.095032,0.277641,0.277641,0.065539,0.054747,0.354561,0.420498,5.415856,5.075370,7.536036,7.275952,0.326750,0.334744
-4.677803,-4.677803,-0.303917,0.589242,-0.935836,-0.935836,-0.959606,-1.014595,-0.091210,-0.091210,0.182832,0.182832,0.059255,0.051302,-0.971009,-0.982003,-1.612765,-1.806850,-0.549478,-2.087657,0.326381,0.333708
-4.687288,-4.687288,-0.312913,0.579454,-0.958537,-0.958537,-0.714408,-0.744156,-0.090878,-0.090878,-0.076027,-0.076027,0.042426,0.036190,-1.691409,-1.647449,-5.772196,-5.799546,-4.506470,-4.507239,0.326801,0.333861
-4.696863,-4.696863,-0.318341,0.573877,-0.945843,-0.945843,-0.384023,-0.354274,-0.091625,-0.091625,-0.037677,-0.037677,0.036322,0.026484,-0.422291,-0.433286,0.457734,-0.163034,4.164511,2.331996,0.327110,0.334637
-4.706013,-4.706013,-0.322399,0.570413,-0.892027,-0.892027,-0.589556,-0.499860,-0.089577,-0.089577,0.163658,0.163658,0.042581,0.029871,0.427398,0.427393,4.743651,4.284665,8.277036,6.220469,0.326484,0.334483
-4.714808,-4.714808,-0.329617,0.563253,-0.880630,-0.880630,-0.823485,-0.873065,-0.086023,-0.086023,0.112525,0.112525,0.039635,0.029220,-0.623741,-0.733631,-0.972965,-1.204601,2.046820,-2.124766,0.325960,0.333655
-4.723753,-4.723753,-0.338133,0.554937,-0.901692,-0.901692,-0.681054,-0.577837,-0.086252,-0.086252,-0.134616,-0.134616,0.024146,0.016218,-1.618139,-1.354410,-6.279405,-5.049050,-6.369062,-1.652409,0.325955,0.333500
-4.732782,-4.732782,-0.343410,0.550778,-0.892078,-0.892078,-0.362387,-0.212745,-0.088093,-0.088093,-0.185749,-0.185749,0.015062,0.006743,-0.735198,-0.581347,-2.114547,-1.819817,0.491089,2.656379,0.326901,0.334017
-4.741398,-4.741398,-0.346113,0.548980,-0.833152,-0.833152,-0.301088,-0.282608,-0.086571,-0.086571,0.154070,0.154070,0.021928,0.010575,0.648583,0.483736,4.720098,4.116024,9.917801,4.353164,0.326272,0.333815
-4.749503,-4.749503,-0.351472,0.543257,-0.798824,-0.798824,-0.705844,-0.793737,-0.082087,-0.082087,0.227574,0.227574,0.024509,0.013705,-0.025175,0.029768,1.214484,2.124417,2.776032,2.281622,0.325536,0.333037
-4.757642,-4.757642,-0.358957,0.534069,-0.826969,-0.826969,-0.655813,-0.902363,-0.081707,-0.081707,-0.135682,-0.135682,0.010214,0.001303,-1.542273,-1.707097,-6.869713,-7.267518,-3.517114,-8.674891,0.325909,0.332258
-4.766030,-4.766030,-0.363468,0.527797,-0.840450,-0.840450,-0.287115,-0.418729,-0.084080,-0.084080,-0.340212,-0.340212,0.000195,-0.013269,-1.065492,-1.219335,-4.671957,-5.854004,1.147433,-4.491123,0.326219,0.333401
-4.774211,-4.774211,-0.365207,0.525518,-0.793354,-0.793354,-0.121697,-0.108175,-0.084841,-0.084841,-0.087745,-0.087745,0.005548,-0.012877,0.461702,0.362801,3.530341,1.679613,9.384537,4.176746,0.326014,0.333711
-4.781838,-4.781838,-0.368379,0.523439,-0.741792,-0.741792,-0.581443,-0.366895,-0.082707,-0.082707,0.123178,0.123178,0.010356,-0.006743,0.309993,0.452856,3.014310,2.269099,4.593956,5.078441,0.325277,0.333139
-4.789191,-4.789191,-0.374826,0.518158,-0.738728,-0.738728,-0.752720,-0.601725,-0.081151,-0.081151,-0.032351,-0.032351,0.002178,-0.008641,-0.988385,-0.658725,-4.293428,-3.008965,-5.290472,0.463956,0.324799,0.332517
-4.796641,-4.796641,-0.381301,0.513729,-0.748659,-0.748659,-0.390784,-0.260973,-0.082951,-0.082951,-0.250730,-0.250730,-0.009549,-0.018816,-1.206782,-1.096895,-5.937540,-5.756690,-3.858918,-2.821909,0.325112,0.332724
-4.803988,-4.803988,-0.383763,0.512528,-0.713349,-0.713349,-0.045524,-0.008113,-0.084720,-0.084720,-0.127160,-0.127160,-0.012086,-0.020196,-0.160129,0.158561,-1.482102,0.964034,0.253884,6.210485,0.325849,0.333140
-4.810766,-4.810766,-0.383846,0.511739,-0.650770,-0.650770,-0.063553,-0.230774,-0.083181,-0.083181,0.180702,0.180702,-0.001962,-0.015221,0.927943,0.686198,3.670222,4.349482,10.024143,2.428873,0.324641,0.332728
-4.817101,-4.817101,-0.386598,0.506646,-0.627708,-0.627708,-0.436758,-0.708098,-0.079792,-0.079792,0.165788,0.165788,0.000656,-0.013935,0.066887,-0.339696,-0.514392,-0.907274,5.542201,-6.011782,0.324430,0.331740
-4.823490,-4.823490,-0.390248,0.500530,-0.648645,-0.648645,-0.219957,-0.380867,-0.080291,-0.080291,-0.226229,-0.226229,-0.009359,-0.025119,-1.149292,-1.336108,-6.529053,-7.292402,-1.808344,-8.554724,0.324536,0.331635
-4.829959,-4.829959,-0.391482,0.498358,-0.634055,-0.634055,0.002704,-0.000901,-0.081974,-0.081974,-0.214511,-0.214511,-0.011426,-0.031006,-0.225502,-0.258470,-1.790802,-2.555856,3.194922,-0.684056,0.325167,0.332567
-4.836019,-4.836019,-0.391196,0.499125,-0.581742,-0.581742,-0.060398,0.018931,-0.080341,-0.080341,0.056066,0.056066,-0.002365,-0.024585,0.748375,0.572548,3.499410,1.677203,9.009781,1.459205,0.324269,0.332625
-4.841622,-4.841622,-0.394008,0.498226,-0.550197,-0.550197,-0.450280,-0.196969,-0.077624,-0.077624,0.078436,0.078436,0.000919,-0.019590,0.045470,0.144370,0.032586,-0.459243,1.576187,0.530740,0.324003,0.331896
-4.847132,-4.847132,-0.398197,0.495860,-0.554194,-0.554194,-0.340752,-0.183898,-0.077664,-0.077664,-0.105854,-0.105854,-0.009423,-0.022684,-1.083872,-0.633322,-6.557615,-4.128783,-8.368909,-0.250027,0.324217,0.331582
-4.852623,-4.852623,-0.399874,0.495375,-0.536912,-0.536912,0.002704,0.066257,-0.079464,-0.079464,-0.138877,-0.138877,-0.013684,-0.025620,-0.336679,0.014966,-3.924297,-1.097115,-3.157811,2.939452,0.325120,0.331897
-4.857731,-4.857731,-0.398472,0.496112,-0.487207,-0.487207,0.207336,-0.003606,-0.077784,-0.077784,0.074175,0.074175,-0.004185,-0.020508,0.810431,0.425819,1.349221,0.982380,8.521101,-2.788509,0.324745,0.331688
-4.862386,-4.862386,-0.397472,0.494931,-0.454507,-0.454507,-0.022086,-0.265931,-0.074919,-0.074919,0.138091,0.138091,0.002300,-0.016312,0.412817,0.280952,-0.586537,0.370903,3.366537,-2.591084,0.324376,0.331115
-4.866898,-4.866898,-0.397769,0.492252,-0.450185,-0.450185,-0.001352,-0.153699,-0.074728,-0.074728,-0.024894,-0.024894,0.000597,-0.020140,-0.167749,-0.398525,-3.704406,-4.251386,0.748332,-7.787598,0.324484,0.330956
-4.871354,-4.871354,-0.397034,0.492450,-0.435220,-0.435220,0.160009,0.160460,-0.075293,-0.075293,-0.070701,-0.070701,0.002876,-0.020888,0.236988,0.160067,-1.815472,-2.887541,1.789315,-3.734032,0.324534,0.331426
-4.875494,-4.875494,-0.395329,0.495370,-0.395081,-0.395081,0.152798,0.344358,-0.073412,-0.073412,0.017716,0.017716,0.011067,-0.012528,0.600128,0.742989,0.282096,-0.137358,1.649230,1.144116,0.324168,0.331636
-4.879253,-4.879253,-0.394490,0.498032,-0.363704,-0.363704,0.036509,0.192462,-0.070793,-0.070793,0.057131,0.057131,0.016359,-0.003994,0.254934,0.584608,-2.096492,-1.188776,-3.679191,0.593247,0.323745,0.331269
-4.882798,-4.882798,-0.393785,0.499774,-0.347161,-0.347161,0.137473,0.177588,-0.069899,-0.069899,0.027304,0.027304,0.017629,0.000147,0.126205,0.247087,-3.883532,-2.896478,-3.802607,-3.789512,0.323954,0.331009
-4.886140,-4.886140,-0.391113,0.502005,-0.321754,-0.321754,0.372304,0.279453,-0.068385,-0.068385,0.079502,0.079502,0.023699,0.005483,0.552028,0.661926,-2.244016,-1.350103,-2.090452,-2.441528,0.324270,0.331119
-4.889178,-4.889178,-0.387214,0.504793,-0.289956,-0.289956,0.384473,0.267283,-0.065677,-0.065677,0.114655,0.114655,0.035573,0.013896,1.015757,0.763013,0.020347,-0.654771,3.830243,-5.311005,0.324057,0.330799
-4.891971,-4.891971,-0.383807,0.507302,-0.272251,-0.272251,0.297032,0.271791,-0.064434,-0.064434,0.067784,0.067784,0.043106,0.020889,0.650201,0.639212,-2.047179,-2.070906,-1.025103,-4.764828,0.323901,0.330494
-4.894619,-4.894619,-0.380795,0.510449,-0.258072,-0.258072,0.332639,0.382220,-0.064861,-0.064861,-0.002524,-0.002524,0.047464,0.025201,0.480987,0.568909,-3.146749,-3.360069,-3.242406,-4.737257,0.324272,0.330749
-4.897045,-4.897045,-0.376789,0.515485,-0.227467,-0.227467,0.461098,0.591809,-0.063416,-0.063416,0.062458,0.062458,0.058068,0.035823,0.985522,1.139385,-0.614251,-0.301899,-0.889297,-0.882398,0.324274,0.330964
-4.899135,-4.899135,-0.372218,0.520949,-0.195634,-0.195634,0.451632,0.485888,-0.061084,-0.061084,0.098677,0.098677,0.070490,0.049415,1.065702,1.208564,-0.732774,0.063310,-1.255005,-1.309218,0.324218,0.330494
-4.900990,-4.900990,-0.367745,0.525262,-0.179874,-0.179874,0.457041,0.416926,-0.060763,-0.060763,0.007064,0.007064,0.078440,0.058490,0.754310,0.831249,-2.785148,-2.024982,-2.734865,-4.092848,0.324428,0.330592
-4.902719,-4.902719,-0.362596,0.529784,-0.164975,-0.164975,0.574231,0.527355,-0.061741,-0.061741,0.005999,0.005999,0.085858,0.065326,0.896106,0.885127,-2.053942,-2.045522,-1.211081,-4.658232,0.324954,0.330957
-4.904212,-4.904212,-0.356384,0.535462,-0.136500,-0.136500,0.640939,0.611642,-0.060539,-0.060539,0.093350,0.093350,0.100410,0.077788,1.423024,1.313142,1.081824,0.066461,2.758501,-3.271475,0.325060,0.331220
-4.905431,-4.905431,-0.350749,0.541097,-0.112799,-0.112799,0.451632,0.543581,-0.059103,-0.059103,0.093350,0.093350,0.113480,0.090674,1.159286,1.214232,0.047507,-0.414213,-0.279192,-2.597326,0.325007,0.331326
-4.906503,-4.906503,-0.346461,0.546380,-0.102729,-0.102729,0.443970,0.536820,-0.060018,-0.060018,0.017716,0.017716,0.118689,0.098717,0.644095,0.863876,-2.562572,-2.082399,-4.622056,-2.743911,0.325435,0.331480
-4.907457,-4.907457,-0.341566,0.552407,-0.085853,-0.085853,0.564766,0.656715,-0.060694,-0.060694,0.018782,0.018782,0.125231,0.107770,0.799005,1.051737,-1.996645,-0.862163,-4.016270,-0.972256,0.325850,0.332154
-4.908160,-4.908160,-0.335304,0.558962,-0.057767,-0.057767,0.658067,0.611642,-0.059138,-0.059138,0.116786,0.116786,0.139382,0.121719,1.336564,1.402491,0.852294,1.389701,0.588151,-0.647029,0.326275,0.332309
-4.908627,-4.908627,-0.329268,0.564326,-0.039685,-0.039685,0.513833,0.484986,-0.057892,-0.057892,0.133830,0.133830,0.152261,0.132530,1.254705,1.100854,0.794194,-0.021581,1.989035,-4.566588,0.326326,0.332419
-4.908986,-4.908986,-0.324695,0.569027,-0.033856,-0.033856,0.448928,0.483183,-0.058395,-0.058395,0.041152,0.041152,0.157480,0.139431,0.612577,0.645552,-2.437661,-2.344256,-3.230829,-5.290661,0.327057,0.332462
-4.909303,-4.909303,-0.319240,0.574568,-0.027722,-0.027722,0.576034,0.647249,-0.059577,-0.059577,0.020912,0.020912,0.162042,0.144934,0.614317,0.812134,-2.292700,-1.681050,-4.441943,-2.594100,0.327172,0.333142
-4.909426,-4.909426,-0.312924,0.581483,-0.001282,-0.001282,0.650404,0.674744,-0.057851,-0.057851,0.139157,0.139157,0.176353,0.158860,1.358938,1.435860,1.635825,1.693252,0.700521,-0.263649,0.327798,0.333553
-4.909343,-4.909343,-0.306824,0.587351,0.013760,0.013760,0.517439,0.490846,-0.056734,-0.056734,0.163658,0.163658,0.188532,0.170848,1.240581,1.196630,1.258432,0.556994,0.722815,-3.011165,0.327695,0.333500
-4.909199,-4.909199,-0.302057,0.591888,0.010773,0.010773,0.446674,0.475521,-0.056253,-0.056253,0.074175,0.074175,0.194717,0.177831,0.634614,0.667585,-1.674964,-2.096795,-3.264203,-5.127031,0.327791,0.333397
-4.909099,-4.909099,-0.296974,0.597778,0.010421,0.010421,0.636432,0.690519,-0.056419,-0.056419,-0.022764,-0.022764,0.197424,0.183743,0.339875,0.592618,-2.943148,-3.020808,-6.686404,-3.040023,0.328375,0.333913
-4.908883,-4.908883,-0.290299,0.605365,0.035389,0.035389,0.738297,0.800047,-0.055761,-0.055761,0.132765,0.132765,0.211046,0.196809,1.451441,1.594310,2.596009,2.672485,0.708185,1.787006,0.328374,0.334584
-4.908402,-4.908402,-0.284219,0.611979,0.054894,0.054894,0.436307,0.465154,-0.053610,-0.053610,0.193485,0.193485,0.226554,0.212504,1.446224,1.534132,2.743878,2.895620,0.856541,0.724373,0.327852,0.334326
-4.907919,-4.907919,-0.280386,0.615545,0.034532,0.034532,0.287566,0.268185,-0.053032,-0.053032,-0.050461,-0.050461,0.229045,0.217494,0.125364,0.004484,-4.062867,-4.873632,-4.727685,-9.189734,0.327746,0.333763
-4.907675,-4.907675,-0.275370,0.620200,0.019278,0.019278,0.665729,0.658518,-0.054300,-0.054300,-0.199598,-0.199598,0.229868,0.218872,0.042160,0.228966,-4.526687,-3.985539,-6.618000,-4.011112,0.328213,0.334171
-4.907357,-4.907357,-0.267922,0.628024,0.050721,0.050721,0.829795,0.846472,-0.054693,-0.054693,0.029434,0.029434,0.244173,0.230883,1.512956,1.677794,3.216011,3.685155,2.150996,3.886670,0.328583,0.334846
-4.906683,-4.906683,-0.260922,0.634514,0.078106,0.078106,0.490395,0.413320,-0.052232,-0.052232,0.208399,0.208399,0.264360,0.248591,1.878718,1.604007,5.687500,3.810519,7.331953,-1.297582,0.327903,0.334636
-4.905991,-4.905991,-0.257131,0.637352,0.051672,0.051672,0.208238,0.167221,-0.051223,-0.051223,-0.084549,-0.084549,0.267291,0.254197,0.025340,-0.073559,-3.697901,-4.732832,-4.487742,-8.705002,0.327488,0.333503
-4.905705,-4.905705,-0.253819,0.641020,0.014688,0.014688,0.500762,0.603979,-0.053146,-0.053146,-0.338082,-0.338082,0.263828,0.253044,-0.393025,-0.228194,-5.631492,-6.181703,-7.628667,-5.484977,0.327799,0.333711
-4.905519,-4.905519,-0.247873,0.648280,0.031344,0.031344,0.706295,0.846472,-0.055379,-0.055379,-0.076027,-0.076027,0.273991,0.261872,1.209685,1.429455,2.674016,2.712083,1.233039,4.411051,0.328059,0.334536
-4.905026,-4.905026,-0.241757,0.655381,0.060565,0.060565,0.413771,0.495353,-0.054106,-0.054106,0.153005,0.153005,0.292429,0.280109,1.768398,1.746409,5.725164,5.268740,5.629105,3.299244,0.327635,0.334691
-4.904442,-4.904442,-0.238446,0.658519,0.041986,0.041986,0.188405,0.098259,-0.052983,-0.052983,-0.020633,-0.020633,0.296977,0.288098,0.221124,0.210134,-2.245148,-2.030894,-3.643766,-5.162132,0.326793,0.333656
-4.904286,-4.904286,-0.235733,0.659938,-0.003957,-0.003957,0.501663,0.372754,-0.055203,-0.055203,-0.396671,-0.396671,0.292273,0.283385,-0.539529,-0.660409,-6.053065,-7.171582,-5.006217,-9.029256,0.327370,0.333396
-4.904373,-4.904373,-0.229785,0.665073,0.001452,0.001452,0.672490,0.665278,-0.058434,-0.058434,-0.232621,-0.232621,0.299554,0.286664,0.943207,0.844289,1.875968,0.307226,4.183165,-0.000471,0.327743,0.333812
-4.904176,-4.904176,-0.224036,0.671345,0.030086,0.030086,0.355176,0.507523,-0.057935,-0.057935,0.042217,0.042217,0.318149,0.302772,1.690571,1.591651,6.476068,4.550451,7.849535,3.268646,0.327475,0.334325
-4.903866,-4.903866,-0.221508,0.674133,0.017188,0.017188,0.065807,0.134318,-0.057076,-0.057076,-0.028090,-0.028090,0.322639,0.311290,0.202680,0.323558,-0.959321,-1.405851,-3.479259,-2.410543,0.326480,0.333605
-4.903920,-4.903920,-0.220037,0.676106,-0.021123,-0.021123,0.336696,0.442618,-0.058733,-0.058733,-0.275231,-0.275231,0.316408,0.307723,-0.615890,-0.374132,-5.560791,-4.933894,-8.305120,-4.057200,0.326584,0.333503
-4.904199,-4.904199,-0.215446,0.681589,-0.022410,-0.022410,0.571527,0.627417,-0.061829,-0.061829,-0.167640,-0.167640,0.320759,0.310323,0.700487,0.568612,1.271480,-0.172059,3.122955,-1.384025,0.326957,0.334117
-4.904250,-4.904250,-0.210456,0.687337,0.004981,0.004981,0.312807,0.361486,-0.060568,-0.060568,0.148744,0.148744,0.337450,0.325886,1.566317,1.643246,5.929729,6.191708,5.382874,5.419803,0.327001,0.334479
-4.904222,-4.904222,-0.208263,0.689091,-0.014508,-0.014508,0.056341,0.014423,-0.059062,-0.059062,0.063523,0.063523,0.342036,0.333331,0.184404,0.283304,-1.170386,-0.045621,-3.456450,-2.459036,0.326273,0.333501
-4.904622,-4.904622,-0.206421,0.689871,-0.058463,-0.058463,0.370501,0.306046,-0.060120,-0.060120,-0.241143,-0.241143,0.337528,0.329214,-0.449933,-0.482904,-4.658007,-4.194254,-4.413210,-6.347251,0.326480,0.333090
-4.905292,-4.905292,-0.201714,0.694545,-0.062087,-0.062087,0.565667,0.540877,-0.062665,-0.062665,-0.146334,-0.146334,0.343008,0.330685,0.765751,0.578938,1.901238,0.892096,4.828004,-1.255079,0.327013,0.333553
-4.905760,-4.905760,-0.197266,0.699201,-0.038804,-0.038804,0.223112,0.242493,-0.061712,-0.061712,0.090154,0.090154,0.358438,0.343480,1.397852,1.298916,5.754078,4.969306,7.226349,2.704362,0.327214,0.334177
-4.906175,-4.906175,-0.195943,0.700378,-0.058007,-0.058007,-0.040566,-0.013071,-0.060459,-0.060459,0.017716,0.017716,0.362373,0.348897,0.138596,0.050686,-0.629861,-0.810047,-0.679989,-4.706903,0.326271,0.333342
-4.907015,-4.907015,-0.195454,0.700420,-0.102649,-0.102649,0.233479,0.187053,-0.061429,-0.061429,-0.226229,-0.226229,0.355478,0.345260,-0.720734,-0.522939,-4.843503,-4.142888,-7.080679,-4.102151,0.326533,0.333135
-4.908165,-4.908165,-0.191997,0.704124,-0.114480,-0.114480,0.429096,0.489944,-0.063965,-0.063965,-0.174031,-0.174031,0.359040,0.345384,0.496295,0.408386,1.671165,0.285578,3.520655,-0.538135,0.326844,0.333651
-4.909152,-4.909152,-0.188466,0.708400,-0.089209,-0.089209,0.173531,0.238887,-0.062880,-0.062880,0.107199,0.107199,0.373281,0.358296,1.283017,1.337962,6.170794,5.632030,6.083000,5.048421,0.327105,0.334584
-4.910091,-4.910091,-0.187861,0.709359,-0.109667,-0.109667,-0.078427,-0.054538,-0.061657,-0.061657,0.061392,0.061392,0.375491,0.363131,0.116342,0.028423,0.021375,-0.185599,-0.253447,-4.093934,0.326116,0.333807
-4.911431,-4.911431,-0.188059,0.708985,-0.154351,-0.154351,0.138374,0.106823,-0.062425,-0.062425,-0.199598,-0.199598,0.368593,0.359702,-0.727065,-0.551248,-4.097677,-3.512610,-6.205791,-3.504842,0.326429,0.333599
-4.913085,-4.913085,-0.185224,0.711833,-0.165891,-0.165891,0.357429,0.381318,-0.065007,-0.065007,-0.131421,-0.131421,0.371165,0.358822,0.341104,0.275168,1.557130,0.821285,3.134873,-0.206470,0.326583,0.334168
-4.914590,-4.914590,-0.182448,0.714822,-0.143547,-0.143547,0.116739,0.123049,-0.063911,-0.063911,0.072045,0.072045,0.384076,0.369852,1.137972,1.214906,5.926278,6.043341,6.252905,5.838003,0.327000,0.334792
-4.916099,-4.916099,-0.182391,0.714570,-0.168017,-0.168017,-0.150093,-0.164967,-0.062895,-0.062895,0.092285,0.092285,0.384351,0.372189,-0.028593,-0.270352,0.404864,-0.758696,1.203647,-6.110764,0.326271,0.333908
-4.917994,-4.917994,-0.183743,0.713851,-0.208388,-0.208388,-0.036960,0.073018,-0.063222,-0.063222,-0.130355,-0.130355,0.377145,0.368271,-0.756731,-0.394090,-3.212210,-1.448311,-6.825252,0.098861,0.326373,0.333759
-4.920188,-4.920188,-0.182584,0.715509,-0.221616,-0.221616,0.175334,0.212294,-0.065334,-0.065334,-0.123964,-0.123964,0.376747,0.366912,0.040871,0.139768,0.798202,1.535208,1.060829,1.851562,0.326533,0.334274
-4.922320,-4.922320,-0.181395,0.716708,-0.210427,-0.210427,-0.016226,-0.074371,-0.064965,-0.064965,0.084828,0.084828,0.385709,0.372810,0.832077,0.612301,5.224845,4.271409,7.906715,0.963164,0.326795,0.334634
-4.924510,-4.924510,-0.182113,0.715371,-0.234696,-0.234696,-0.205082,-0.256466,-0.064355,-0.064355,0.063523,0.063523,0.383659,0.371871,-0.233179,-0.343070,0.212430,-0.327056,0.267117,-4.009565,0.326167,0.333910
-4.927055,-4.927055,-0.183994,0.713439,-0.272275,-0.272275,-0.129360,-0.091048,-0.064824,-0.064824,-0.105854,-0.105854,0.377254,0.366861,-0.644315,-0.545412,-1.726031,-1.632277,-2.860813,-2.178905,0.326321,0.333707
-4.929873,-4.929873,-0.183987,0.713981,-0.284754,-0.284754,0.084737,0.148290,-0.067229,-0.067229,-0.110115,-0.110115,0.376377,0.364823,0.010764,0.098673,1.529740,1.547757,1.876064,2.122764,0.326430,0.334014
-4.932655,-4.932655,-0.184057,0.714560,-0.274428,-0.274428,-0.110429,-0.116739,-0.067000,-0.067000,0.101872,0.101872,0.380804,0.369237,0.464507,0.508466,4.075483,4.116470,3.956961,3.200079,0.326634,0.334530
-4.935489,-4.935489,-0.185686,0.712735,-0.298633,-0.298633,-0.255114,-0.296130,-0.066410,-0.066410,0.025173,0.025173,0.378341,0.367348,-0.304500,-0.491308,0.151317,-0.610704,1.361162,-4.535017,0.326009,0.333857
-4.938654,-4.938654,-0.187974,0.710271,-0.332897,-0.332897,-0.184349,-0.173531,-0.066877,-0.066877,-0.115442,-0.115442,0.372919,0.362905,-0.620940,-0.511045,-1.277645,-0.900174,-1.950145,-0.965752,0.326215,0.333605
-4.942099,-4.942099,-0.188866,0.709305,-0.349677,-0.349677,-0.029297,-0.057243,-0.069065,-0.069065,-0.121833,-0.121833,0.371115,0.359774,-0.055898,-0.099856,1.489970,1.187040,3.375108,0.656479,0.326427,0.333970
-4.945579,-4.945579,-0.189598,0.708447,-0.346000,-0.346000,-0.114486,-0.134768,-0.069984,-0.069984,0.035826,0.035826,0.372864,0.360001,0.266594,0.101760,3.564476,2.449687,5.817565,0.098142,0.326641,0.334073
-4.949115,-4.949115,-0.191535,0.706327,-0.364533,-0.364533,-0.243395,-0.259170,-0.070412,-0.070412,0.019847,0.019847,0.369763,0.357849,-0.254878,-0.210918,0.948316,1.301379,1.025047,0.191717,0.326215,0.333711
-4.952935,-4.952935,-0.194242,0.703670,-0.396672,-0.396672,-0.245648,-0.229873,-0.070941,-0.070941,-0.100528,-0.100528,0.365243,0.353853,-0.485142,-0.430198,-0.114271,-0.031787,0.351982,-0.148460,0.326271,0.333499
-4.957036,-4.957036,-0.196207,0.701854,-0.417350,-0.417350,-0.172630,-0.138374,-0.072837,-0.072837,-0.166574,-0.166574,0.362777,0.350422,-0.166574,-0.298442,1.719673,0.477726,4.849165,-0.037503,0.326219,0.333909
-4.961234,-4.961234,-0.198193,0.700283,-0.421421,-0.421421,-0.243395,-0.214999,-0.075395,-0.075395,-0.107985,-0.107985,0.360025,0.348623,-0.173920,-0.042050,1.782832,1.947917,2.447685,3.692517,0.326271,0.334012
-4.965530,-4.965530,-0.201002,0.697523,-0.439988,-0.439988,-0.283960,-0.315962,-0.077379,-0.077379,-0.122898,-0.122898,0.356135,0.344929,-0.342680,-0.309710,0.934571,0.772590,2.452322,1.487430,0.326064,0.333960
-4.970073,-4.970073,-0.203998,0.694499,-0.464953,-0.464953,-0.289820,-0.299736,-0.079048,-0.079048,-0.193206,-0.193206,0.350823,0.340420,-0.511887,-0.511883,-0.202118,-0.076151,2.151900,0.569322,0.326321,0.334015
-4.974802,-4.974802,-0.206507,0.691879,-0.476656,-0.476656,-0.227619,-0.240239,-0.082187,-0.082187,-0.171901,-0.171901,0.346357,0.335400,-0.292780,-0.248823,1.025353,1.125226,3.339788,2.661929,0.326480,0.334228
-4.979578,-4.979578,-0.208909,0.689302,-0.479066,-0.479066,-0.270889,-0.311004,-0.084368,-0.084368,-0.046199,-0.046199,0.344364,0.332645,-0.079168,-0.090155,2.327718,2.166527,4.651053,2.596650,0.326427,0.334279
