R_kf_x,L_kf_x,R_x,L_x,R_kf_v,L_kf_v,R_v,L_v,R_gamma,L_gamma,R_d_gamma,L_d_gamma,R_beta,L_beta,R_d_beta,L_d_beta,R_T_w,L_T_w,R_T_p,L_T_p,R_l,L_l
-3.995272,-3.995272,-0.008361,0.882357,0.060958,0.060958,0.821231,1.001073,-0.066377,-0.066377,0.012390,0.012390,0.232866,0.217680,1.067342,1.506863,-0.867901,0.223038,-5.391385,2.260633,0.329001,0.334225
-3.994510,-3.994510,0.000350,0.892160,0.087632,0.087632,0.863600,0.888841,-0.065603,-0.065603,0.109329,0.109329,0.248517,0.234650,1.603842,1.669782,1.737413,1.800483,0.582952,-0.010028,0.329213,0.334792
-3.993535,-3.993535,0.008152,0.899867,0.102168,0.102168,0.720268,0.615247,-0.065114,-0.065114,0.116786,0.116786,0.262723,0.248490,1.435473,1.325586,1.105814,0.478916,1.143422,-3.496802,0.329103,0.334687
-3.992555,-3.992555,0.015074,0.906136,0.091390,0.091390,0.695928,0.650855,-0.065046,-0.065046,-0.022764,-0.022764,0.269089,0.256392,0.614598,0.625583,-2.932145,-2.781469,-4.060565,-5.721548,0.329362,0.334536
-3.991632,-3.991632,0.023344,0.914071,0.094549,0.094549,0.891095,0.927604,-0.065874,-0.065874,-0.073896,-0.073896,0.276082,0.262808,0.728293,0.805240,-2.112794,-2.130522,-3.330897,-3.581135,0.329727,0.335151
-3.990521,-3.990521,0.032456,0.923856,0.126554,0.126554,0.905067,0.977184,-0.064812,-0.064812,0.128504,0.128504,0.293744,0.279681,1.798819,1.886750,3.780598,3.881485,2.702104,2.575266,0.329887,0.335612
-3.989166,-3.989166,0.039621,0.931817,0.140672,0.140672,0.589105,0.617050,-0.063480,-0.063480,0.208399,0.208399,0.309579,0.295140,1.527085,1.538079,2.797972,2.716804,1.340398,-0.590252,0.329264,0.335205
-3.987923,-3.987923,0.044396,0.937170,0.108901,0.108901,0.487240,0.486789,-0.063099,-0.063099,-0.092006,-0.092006,0.310152,0.299903,-0.015082,0.017885,-5.332718,-4.738924,-7.130442,-7.887562,0.329107,0.334531
-3.986929,-3.986929,0.051514,0.944573,0.096328,0.096328,0.846923,0.892447,-0.064832,-0.064832,-0.188945,-0.188945,0.312224,0.302563,0.283579,0.382492,-3.964745,-2.976163,-4.903430,-4.064796,0.329521,0.334995
-3.985801,-3.985801,0.060900,0.954394,0.129966,0.129966,0.958253,0.962310,-0.064693,-0.064693,0.089089,0.089089,0.330672,0.317566,1.913247,1.990193,4.968626,5.530037,4.828738,4.607798,0.329729,0.335511
-3.984364,-3.984364,0.068384,0.961721,0.150015,0.150015,0.645897,0.572879,-0.062232,-0.062232,0.266988,0.266988,0.350491,0.335489,1.827435,1.585684,5.126742,4.256513,6.117419,-1.646748,0.329158,0.334947
-3.983060,-3.983060,0.073171,0.965817,0.110344,0.110344,0.432701,0.334893,-0.061615,-0.061615,-0.084549,-0.084549,0.349974,0.338760,-0.139494,-0.150483,-4.895794,-4.736813,-6.577564,-8.501000,0.328742,0.333910
-3.982150,-3.982150,0.079344,0.971624,0.081517,0.081517,0.731536,0.783821,-0.063557,-0.063557,-0.228360,-0.228360,0.350489,0.338166,0.090321,0.156248,-3.410406,-3.675539,-4.286014,-4.637527,0.328788,0.334169
-3.981214,-3.981214,0.087576,0.980421,0.108921,0.108921,0.840162,0.870812,-0.063888,-0.063888,0.034761,0.034761,0.366738,0.351007,1.738066,1.672139,5.752902,4.069449,6.518531,2.628668,0.328937,0.334842
-3.980012,-3.980012,0.093721,0.987398,0.123944,0.123944,0.491296,0.511579,-0.062252,-0.062252,0.192420,0.192420,0.383464,0.367715,1.511108,1.434172,4.850219,3.836705,4.356245,0.221834,0.328158,0.334585
-3.978980,-3.978980,0.097140,0.991169,0.082368,0.082368,0.299736,0.343457,-0.061694,-0.061694,-0.044069,-0.044069,0.382112,0.371126,-0.197916,-0.055056,-3.890078,-3.491489,-7.331357,-5.705698,0.327321,0.333498
-3.978381,-3.978381,0.102031,0.996255,0.047867,0.047867,0.643193,0.714408,-0.063537,-0.063537,-0.223033,-0.223033,0.380272,0.370415,-0.069187,-0.003254,-3.677897,-3.121898,-4.492379,-4.417972,0.327426,0.333703
-3.977777,-3.977777,0.109334,1.004131,0.075975,0.075975,0.759031,0.758580,-0.063930,-0.063930,0.088024,0.088024,0.394739,0.382412,1.571543,1.736360,5.246415,5.942731,3.960663,5.875916,0.327630,0.334375
-3.976932,-3.976932,0.114978,1.009731,0.085610,0.085610,0.486338,0.413320,-0.062485,-0.062485,0.237161,0.237161,0.410486,0.395873,1.544845,1.259131,5.564135,4.170555,6.862230,-1.814842,0.327051,0.333908
-3.976319,-3.976319,0.118160,1.012207,0.038818,0.038818,0.248803,0.159559,-0.061950,-0.061950,-0.063244,-0.063244,0.408755,0.397016,-0.261045,-0.250056,-3.344288,-3.683380,-5.470633,-6.953026,0.326324,0.332828
-3.976210,-3.976210,0.122175,1.015891,-0.006599,-0.006599,0.553497,0.622910,-0.064001,-0.064001,-0.278427,-0.278427,0.406504,0.394766,-0.289417,-0.003699,-3.319999,-2.884681,-6.023571,-1.275557,0.326584,0.332982
-3.976214,-3.976214,0.128387,1.022825,0.011143,0.011143,0.646799,0.676547,-0.065257,-0.065257,0.037956,0.037956,0.419545,0.404172,1.466520,1.389583,6.028974,4.630763,7.044880,2.988625,0.326738,0.334012
-3.976029,-3.976029,0.132862,1.027623,0.019351,0.019351,0.359232,0.269988,-0.064290,-0.064290,0.190289,0.190289,0.432157,0.417919,1.300173,1.344132,5.423611,5.225552,4.144143,3.008734,0.326374,0.333754
-3.976072,-3.976072,0.134763,1.029345,-0.026110,-0.026110,0.146037,0.075723,-0.063626,-0.063626,-0.017437,-0.017437,0.429177,0.417832,-0.314142,-0.446015,-2.622946,-3.734519,-3.799695,-8.452709,0.325898,0.332928
-3.976607,-3.976607,0.137547,1.032372,-0.071811,-0.071811,0.466506,0.508424,-0.065021,-0.065021,-0.175096,-0.175096,0.425493,0.415669,-0.317955,-0.098172,-2.580739,-2.190712,-5.368930,-1.797490,0.326000,0.333030
-3.977294,-3.977294,0.142589,1.038001,-0.058463,-0.058463,0.509326,0.574682,-0.065937,-0.065937,0.089089,0.089089,0.435841,0.422964,1.187993,1.242910,5.365934,5.009715,4.698418,4.042417,0.326372,0.334223
-3.977847,-3.977847,0.145935,1.041525,-0.056149,-0.056149,0.252409,0.157756,-0.065092,-0.065092,0.230769,0.230769,0.446435,0.434081,1.120878,1.109879,5.232220,5.121624,4.080843,2.000349,0.326323,0.333908
-3.978653,-3.978653,0.146958,1.042126,-0.103776,-0.103776,0.025241,0.000000,-0.063947,-0.063947,0.012390,0.012390,0.443369,0.433143,-0.350251,-0.624982,-2.031176,-3.710732,-2.117768,-9.824106,0.325588,0.333135
-3.979972,-3.979972,0.148317,1.043810,-0.149130,-0.149130,0.339400,0.367346,-0.065002,-0.065002,-0.169770,-0.169770,0.437911,0.429996,-0.532409,-0.235708,-3.164983,-1.804152,-6.590447,-0.973245,0.326160,0.333186
-3.981488,-3.981488,0.152387,1.048023,-0.142873,-0.142873,0.413771,0.439012,-0.066113,-0.066113,0.057131,0.057131,0.446736,0.434606,1.046145,0.969201,5.121001,4.546865,5.942905,2.413254,0.326267,0.334221
-3.982870,-3.982870,0.154824,1.050695,-0.139528,-0.139528,0.164066,0.039664,-0.065318,-0.065318,0.199877,0.199877,0.456499,0.443768,0.969105,0.914156,5.353449,4.567889,4.593008,1.458129,0.326321,0.334424
-3.984519,-3.984519,0.155264,1.050351,-0.187343,-0.187343,-0.010818,-0.114936,-0.064547,-0.064547,0.002803,0.002803,0.452279,0.442648,-0.403794,-0.524673,-1.601698,-2.535323,-2.704304,-6.829130,0.325683,0.333495
-3.986660,-3.986660,0.155971,1.050227,-0.232802,-0.232802,0.188405,0.134318,-0.065813,-0.065813,-0.197467,-0.197467,0.448927,0.438928,-0.384281,-0.307356,-1.370312,-1.874206,-2.466666,-2.167430,0.326159,0.333759
-3.989054,-3.989054,0.158365,1.053238,-0.237508,-0.237508,0.187504,0.322723,-0.067940,-0.067940,-0.063244,-0.063244,0.452737,0.440956,0.508182,0.607085,3.476485,2.800234,2.786885,3.302131,0.326218,0.334477
-3.991384,-3.991384,0.158988,1.054855,-0.233749,-0.233749,0.018480,-0.008113,-0.067934,-0.067934,0.110394,0.110394,0.458825,0.448032,0.582924,0.747762,4.067716,4.079155,1.672496,3.842765,0.326318,0.334940
-3.993937,-3.993937,0.158010,1.054236,-0.274590,-0.274590,-0.130261,-0.143332,-0.067507,-0.067507,-0.002524,-0.002524,0.454902,0.446969,-0.354173,-0.464053,-0.848298,-1.611871,-1.611983,-5.196800,0.325538,0.334330
-3.996927,-3.996927,0.157296,1.053814,-0.317192,-0.317192,0.079779,0.050031,-0.068609,-0.068609,-0.121833,-0.121833,0.450146,0.443932,-0.451500,-0.176777,-1.650353,0.000569,-4.444298,0.963071,0.326007,0.334323
-4.000157,-4.000157,0.159242,1.054782,-0.323792,-0.323792,0.171278,0.097358,-0.070941,-0.070941,-0.048330,-0.048330,0.452791,0.443705,0.435184,0.380241,2.862285,2.732198,3.893621,1.356433,0.326323,0.334685
-4.003378,-4.003378,0.159578,1.054801,-0.321837,-0.321837,-0.007662,-0.097809,-0.071239,-0.071239,0.109329,0.109329,0.458400,0.446652,0.592843,0.384056,3.998875,2.836468,5.310174,-1.163836,0.326693,0.334740
-4.006815,-4.006815,0.158559,1.053464,-0.359604,-0.359604,-0.158657,-0.188405,-0.070964,-0.070964,-0.012111,-0.012111,0.454462,0.444660,-0.352771,-0.429682,-0.473455,-1.450119,-1.192637,-4.353580,0.326054,0.334228
-4.010619,-4.010619,0.157245,1.052706,-0.394637,-0.394637,-0.083385,0.019832,-0.071450,-0.071450,-0.068570,-0.068570,0.452662,0.442253,-0.222416,-0.057582,0.096556,0.346259,-1.763990,0.456821,0.326217,0.334327
-4.014626,-4.014626,0.157072,1.053396,-0.402157,-0.402157,-0.002254,0.051383,-0.073097,-0.073097,0.004933,0.004933,0.453475,0.442872,0.257682,0.290649,2.408499,2.114079,1.921283,1.125808,0.326477,0.334838
-4.018672,-4.018672,0.156731,1.052957,-0.410863,-0.410863,-0.086090,-0.084737,-0.073891,-0.073891,0.134896,0.134896,0.454010,0.444567,0.222809,0.299731,2.218697,2.750535,0.536850,0.922060,0.326318,0.334792
-4.022920,-4.022920,0.155622,1.051264,-0.439708,-0.439708,-0.123951,-0.211843,-0.073158,-0.073158,0.052870,0.052870,0.453410,0.443219,-0.089987,-0.155919,0.672310,0.253894,0.173622,-2.805352,0.326265,0.334432
-4.027472,-4.027472,0.154506,1.049769,-0.465639,-0.465639,-0.088794,-0.108175,-0.072997,-0.072997,-0.044069,-0.044069,0.453762,0.442810,-0.022091,-0.022091,1.052472,0.636194,0.836207,-0.770408,0.326318,0.334380
-4.032208,-4.032208,0.153650,1.048887,-0.478693,-0.478693,-0.098259,-0.085639,-0.074285,-0.074285,0.001737,0.001737,0.453428,0.442279,0.078661,0.078660,1.744997,0.959304,1.194003,-0.447016,0.326477,0.334483
-4.037049,-4.037049,0.152241,1.047907,-0.489255,-0.489255,-0.170827,-0.121247,-0.075781,-0.075781,0.075241,0.075241,0.451740,0.441160,0.053262,0.097219,1.652940,1.278105,0.240798,-0.311364,0.326424,0.334585
-4.042047,-4.042047,0.150465,1.046491,-0.509546,-0.509546,-0.172630,-0.156404,-0.075475,-0.075475,0.076306,0.076306,0.451473,0.441466,-0.011606,0.065318,1.095520,1.478845,-0.444902,-0.153496,0.326265,0.334585
-4.047251,-4.047251,0.148771,1.044765,-0.529667,-0.529667,-0.168123,-0.209139,-0.074835,-0.074835,0.052870,0.052870,0.451925,0.441730,0.041882,0.019904,1.387871,1.374905,1.006434,-0.979518,0.326318,0.334483
-4.052652,-4.052652,0.147047,1.042783,-0.548667,-0.548667,-0.185250,-0.223112,-0.074361,-0.074361,0.042217,0.042217,0.452398,0.442016,0.042217,0.031230,1.616271,1.435829,1.174612,-0.596043,0.326318,0.334432
-4.058252,-4.058252,0.145016,1.040626,-0.569701,-0.569701,-0.231225,-0.241141,-0.074012,-0.074012,0.015586,0.015586,0.452748,0.441989,-0.017383,0.004598,1.682353,1.238434,0.979407,-0.110027,0.326318,0.334330
-4.064078,-4.064078,0.142589,1.038445,-0.592543,-0.592543,-0.261424,-0.228971,-0.073909,-0.073909,-0.045134,-0.045134,0.452280,0.442092,-0.111069,-0.056124,1.508980,0.931468,0.786614,0.537283,0.326265,0.334330
-4.070118,-4.070118,0.139820,1.036089,-0.612587,-0.612587,-0.268185,-0.256466,-0.074159,-0.074159,-0.027025,-0.027025,0.451277,0.442029,-0.114939,-0.027025,1.573957,1.679760,0.786769,1.430117,0.326372,0.334381
-4.076344,-4.076344,0.137018,1.033338,-0.631237,-0.631237,-0.290721,-0.291172,-0.074931,-0.074931,-0.028090,-0.028090,0.450316,0.441069,-0.050068,-0.061058,1.943939,1.640497,2.200643,0.597773,0.326426,0.334330
-4.082780,-4.082780,0.134025,1.029939,-0.653921,-0.653921,-0.312356,-0.369599,-0.075375,-0.075375,-0.067505,-0.067505,0.449685,0.439679,-0.100474,-0.221347,1.863192,1.226817,3.599544,-0.629745,0.326479,0.334073
-4.089444,-4.089444,0.130511,1.026152,-0.678058,-0.678058,-0.385826,-0.399798,-0.076069,-0.076069,-0.094136,-0.094136,0.448038,0.437628,-0.193038,-0.226002,1.751564,1.342391,2.954703,0.643695,0.326531,0.333913
-4.096355,-4.096355,0.126585,1.022228,-0.701101,-0.701101,-0.396192,-0.397995,-0.077156,-0.077156,-0.126094,-0.126094,0.444836,0.434606,-0.323897,-0.301915,1.065945,1.049386,2.015015,0.977278,0.326684,0.334010
-4.103472,-4.103472,0.122402,1.018254,-0.719747,-0.719747,-0.442618,-0.410165,-0.079132,-0.079132,-0.111181,-0.111181,0.442479,0.432055,-0.177115,-0.188104,2.198035,1.745814,3.662465,1.837109,0.326684,0.333856
-4.110786,-4.110786,0.117810,1.013880,-0.741457,-0.741457,-0.476422,-0.479127,-0.080550,-0.080550,-0.149530,-0.149530,0.438589,0.429487,-0.413265,-0.270410,1.088974,1.619571,1.427966,3.300607,0.326741,0.333753
-4.118329,-4.118329,0.112901,1.008994,-0.765263,-0.765263,-0.486789,-0.489494,-0.081931,-0.081931,-0.155922,-0.155922,0.434934,0.425447,-0.375700,-0.474602,1.577023,0.694649,4.093603,0.416023,0.326853,0.333752
-4.126089,-4.126089,0.107902,1.004133,-0.784312,-0.784312,-0.539525,-0.505269,-0.084171,-0.084171,-0.149530,-0.149530,0.430399,0.421504,-0.358320,-0.314363,1.862526,1.341601,3.134016,2.795166,0.326744,0.333910
-4.134036,-4.134036,0.102427,0.998991,-0.803371,-0.803371,-0.563413,-0.541328,-0.086722,-0.086722,-0.145269,-0.145269,0.424595,0.417075,-0.496916,-0.376036,1.156558,1.197321,1.705304,3.330485,0.326791,0.333814
-4.142171,-4.142171,0.096664,0.993468,-0.821718,-0.821718,-0.582344,-0.541328,-0.089479,-0.089479,-0.144204,-0.144204,0.417639,0.411044,-0.572772,-0.550790,0.731458,0.417115,2.112648,1.645745,0.326896,0.333962
-4.150465,-4.150465,0.090873,0.988074,-0.834837,-0.834837,-0.571076,-0.560258,-0.092865,-0.092865,-0.112246,-0.112246,0.410832,0.404772,-0.485871,-0.354002,1.036634,1.423599,1.624637,3.736192,0.326799,0.333908
-4.158882,-4.158882,0.085086,0.982261,-0.848448,-0.848448,-0.586851,-0.621558,-0.095669,-0.095669,-0.058983,-0.058983,0.404784,0.398933,-0.399641,-0.465573,1.495674,0.912160,3.533353,1.187740,0.326953,0.333804
-4.167472,-4.167472,0.079146,0.975975,-0.866909,-0.866909,-0.593612,-0.642291,-0.097511,-0.097511,-0.053656,-0.053656,0.398160,0.392923,-0.548160,-0.427280,0.761570,1.192243,1.146180,3.131851,0.326895,0.333604
-4.176228,-4.176228,0.073095,0.969541,-0.883600,-0.883600,-0.612543,-0.635530,-0.099412,-0.099412,-0.063244,-0.063244,0.393422,0.386413,-0.381923,-0.535773,1.574344,0.645540,4.812916,0.278135,0.326853,0.333497
-4.185146,-4.185146,0.066980,0.963227,-0.898046,-0.898046,-0.635981,-0.657165,-0.101949,-0.101949,-0.065374,-0.065374,0.386682,0.380080,-0.482953,-0.493950,1.104365,0.664085,3.030239,1.796004,0.327059,0.333394
-4.194218,-4.194218,0.060644,0.956842,-0.913648,-0.913648,-0.646348,-0.629671,-0.104321,-0.104321,-0.041938,-0.041938,0.380281,0.373321,-0.481496,-0.448534,0.933137,1.204972,2.774580,2.474168,0.327103,0.333343
-4.203416,-4.203416,0.054187,0.950410,-0.926353,-0.926353,-0.678350,-0.648601,-0.106774,-0.106774,-0.053656,-0.053656,0.374035,0.367040,-0.482226,-0.427286,1.089838,1.137418,2.856601,3.047492,0.327111,0.333343
-4.212768,-4.212768,0.047505,0.943671,-0.941344,-0.941344,-0.661222,-0.675195,-0.108851,-0.108851,-0.037677,-0.037677,0.367183,0.360406,-0.488228,-0.521198,1.115427,0.525901,3.444290,1.674597,0.327267,0.333344
-4.222263,-4.222263,0.040728,0.936917,-0.954439,-0.954439,-0.691421,-0.663926,-0.111235,-0.111235,-0.036612,-0.036612,0.360393,0.353252,-0.487162,-0.509140,1.208940,0.504225,3.555764,1.974390,0.327312,0.333397
-4.231863,-4.231863,0.033778,0.930292,-0.964289,-0.964289,-0.707647,-0.678800,-0.113759,-0.113759,-0.004654,-0.004654,0.352582,0.346701,-0.554105,-0.422238,0.828003,1.139306,1.777163,3.886910,0.327331,0.333444
-4.241561,-4.241561,0.026788,0.923431,-0.974044,-0.974044,-0.713507,-0.695027,-0.115996,-0.115996,0.019847,0.019847,0.344953,0.339535,-0.518616,-0.441691,1.003580,1.157339,2.447676,3.385136,0.327418,0.333553
-4.251351,-4.251351,0.019761,0.916250,-0.982632,-0.982632,-0.709450,-0.735593,-0.117954,-0.117954,0.048609,0.048609,0.338249,0.332211,-0.445898,-0.467873,1.236383,1.002026,3.554646,2.148112,0.327373,0.333551
-4.261220,-4.261220,0.012481,0.908914,-0.990514,-0.990514,-0.749114,-0.741903,-0.119619,-0.119619,0.060327,0.060327,0.330655,0.324653,-0.555060,-0.478136,0.654244,1.043782,2.098065,2.937429,0.327316,0.333500
-4.271178,-4.271178,0.005027,0.901334,-1.000620,-1.000620,-0.738748,-0.759031,-0.121038,-0.121038,0.045413,0.045413,0.322771,0.317114,-0.602939,-0.591948,0.455360,0.428298,2.527740,1.925968,0.327426,0.333500
-4.281244,-4.281244,-0.002255,0.893810,-1.010663,-1.010663,-0.737846,-0.752270,-0.122553,-0.122553,0.074175,0.074175,0.316095,0.308946,-0.464287,-0.552197,1.052715,0.576071,4.140471,1.051567,0.327476,0.333553
-4.291392,-4.291392,-0.009460,0.886341,-1.018284,-1.018284,-0.735142,-0.751368,-0.123929,-0.123929,0.123178,0.123178,0.309564,0.302211,-0.404296,-0.393306,1.436227,1.516360,3.625158,2.740587,0.327420,0.333449
-4.301623,-4.301623,-0.016689,0.878560,-1.028168,-1.028168,-0.704041,-0.773003,-0.125191,-0.125191,0.078436,0.078436,0.302790,0.294669,-0.503981,-0.591897,0.921313,0.620207,4.377700,1.123450,0.327378,0.333397
-4.311945,-4.311945,-0.023878,0.870856,-1.033879,-1.033879,-0.743255,-0.757228,-0.126489,-0.126489,0.074175,0.074175,0.295555,0.286291,-0.541212,-0.596157,0.949152,0.497341,4.199415,1.504430,0.327314,0.333448
-4.322281,-4.322281,-0.031466,0.863378,-1.033381,-1.033381,-0.802751,-0.765791,-0.126594,-0.126594,0.126373,0.126373,0.290148,0.280869,-0.445056,-0.401101,1.583683,1.236214,3.581128,3.125275,0.327226,0.333449
-4.332653,-4.332653,-0.039863,0.855475,-1.042012,-1.042012,-0.892447,-0.818527,-0.127042,-0.127042,0.145548,0.145548,0.282798,0.273918,-0.568741,-0.590720,1.160421,0.500584,3.448572,1.557150,0.327210,0.333346
-4.343158,-4.343158,-0.048876,0.847255,-1.057416,-1.057416,-0.871713,-0.811766,-0.127630,-0.127630,0.101872,0.101872,0.271718,0.265136,-0.931096,-0.678355,-0.695080,0.270566,-0.768331,3.938512,0.327472,0.333291
-4.353785,-4.353785,-0.057255,0.839211,-1.065322,-1.065322,-0.778412,-0.803202,-0.128925,-0.128925,0.069914,0.069914,0.263018,0.256773,-0.644371,-0.633387,0.100439,0.693869,3.158212,2.442033,0.327643,0.333549
-4.364443,-4.364443,-0.064697,0.830941,-1.065460,-1.065460,-0.748213,-0.858191,-0.129443,-0.129443,0.104003,0.104003,0.257704,0.249030,-0.423469,-0.566322,1.366784,1.104124,6.028946,1.424481,0.327684,0.333658
-4.375119,-4.375119,-0.072303,0.822106,-1.070578,-1.070578,-0.791483,-0.916786,-0.129968,-0.129968,0.128504,0.128504,0.250718,0.240493,-0.508858,-0.673695,1.015880,0.740369,5.808249,0.446054,0.327797,0.333552
-4.385869,-4.385869,-0.080586,0.813220,-1.078650,-1.078650,-0.853684,-0.865854,-0.130555,-0.130555,0.101872,0.101872,0.242478,0.230730,-0.700328,-0.821210,0.328575,-0.159924,4.701293,0.085550,0.327579,0.333549
-4.396666,-4.396666,-0.089317,0.804954,-1.080568,-1.080568,-0.881178,-0.800498,-0.131039,-0.131039,0.123178,0.123178,0.233223,0.222634,-0.744956,-0.635056,0.119112,0.459550,2.138507,2.946017,0.327581,0.333760
-4.407465,-4.407465,-0.097840,0.796940,-1.079601,-1.079601,-0.847374,-0.830697,-0.130967,-0.130967,0.134896,0.134896,0.226825,0.215450,-0.546423,-0.579382,1.032399,0.868385,4.668476,2.110198,0.327167,0.333860
-4.418271,-4.418271,-0.106379,0.788363,-1.082611,-1.082611,-0.871713,-0.906419,-0.131164,-0.131164,0.124243,0.124243,0.218786,0.207605,-0.688946,-0.655971,-0.150766,0.868474,3.262856,2.229802,0.327211,0.333860
-4.429138,-4.429138,-0.114695,0.779300,-1.089149,-1.089149,-0.780215,-0.888390,-0.132122,-0.132122,0.075241,0.075241,0.208685,0.197135,-0.803880,-0.902769,-0.961972,-0.677928,3.721793,-0.360082,0.327426,0.333863
-4.440020,-4.440020,-0.121981,0.770793,-1.086883,-1.086883,-0.703140,-0.806357,-0.132272,-0.132272,0.104003,0.104003,0.202428,0.188788,-0.544352,-0.599287,0.462188,0.623290,5.037852,1.609238,0.327318,0.333811
-4.450845,-4.450845,-0.129634,0.762514,-1.078722,-1.078722,-0.829345,-0.835655,-0.131028,-0.131028,0.175376,0.175376,0.198535,0.182947,-0.363086,-0.472974,1.669347,1.091067,6.309207,1.311180,0.327483,0.333758
-4.461598,-4.461598,-0.138307,0.753879,-1.075549,-1.075549,-0.872615,-0.907321,-0.129400,-0.129400,0.192420,0.192420,0.192718,0.177932,-0.576808,-0.576808,0.637589,0.386287,3.621041,1.246411,0.327111,0.333606
-4.472406,-4.472406,-0.147410,0.745001,-1.084928,-1.084928,-0.900109,-0.821231,-0.129378,-0.129378,0.102938,0.102938,0.182630,0.168028,-0.875079,-0.897068,-0.955797,-1.508064,2.336432,-0.501797,0.326637,0.333500
-4.483272,-4.483272,-0.155839,0.737673,-1.085734,-1.085734,-0.767144,-0.677899,-0.130043,-0.130043,0.063523,0.063523,0.172042,0.159906,-0.925484,-0.595817,-1.293011,-0.186407,-0.757821,4.777653,0.327056,0.333553
-4.494053,-4.494053,-0.162911,0.730781,-1.069893,-1.069893,-0.718014,-0.711704,-0.128375,-0.128375,0.168984,0.168984,0.169713,0.157575,-0.237608,-0.105740,2.060249,2.767496,4.790739,5.839337,0.326692,0.333808
-4.504668,-4.504668,-0.170670,0.723098,-1.056742,-1.056742,-0.850980,-0.923998,-0.125594,-0.125594,0.233965,0.233965,0.169438,0.155027,-0.150651,-0.238564,2.430389,2.244429,6.683277,2.372863,0.326589,0.333399
-4.515268,-4.515268,-0.179396,0.713514,-1.065806,-1.065806,-0.902814,-1.013693,-0.124257,-0.124257,0.113590,0.113590,0.158565,0.146818,-1.073220,-1.183134,-2.390798,-2.393711,1.375842,-2.998670,0.326483,0.332981
-4.525963,-4.525963,-0.187215,0.704692,-1.071456,-1.071456,-0.713507,-0.701337,-0.124644,-0.124644,0.021977,0.021977,0.148077,0.134611,-0.978017,-0.945073,-1.699265,-1.722870,1.716920,0.302444,0.326432,0.333189
-4.536592,-4.536592,-0.194042,0.698042,-1.050183,-1.050183,-0.655813,-0.645897,-0.122424,-0.122424,0.204138,0.204138,0.147434,0.132059,-0.092566,-0.004653,2.881324,3.063782,5.898708,5.413795,0.326588,0.333657
-4.547010,-4.547010,-0.201964,0.690280,-1.036987,-1.036987,-0.882981,-0.949690,-0.119221,-0.119221,0.284033,0.284033,0.147969,0.131444,-0.034649,-0.254434,3.455440,2.333432,8.587940,0.930965,0.326060,0.333447
-4.557472,-4.557472,-0.211664,0.680530,-1.058862,-1.058862,-1.058316,-1.024060,-0.117766,-0.117766,0.005999,0.005999,0.135513,0.122223,-1.444554,-1.356661,-3.664917,-3.376682,-1.409074,-1.556940,0.325906,0.333139
-4.568142,-4.568142,-0.220617,0.672336,-1.070078,-1.070078,-0.696379,-0.581893,-0.118430,-0.118430,-0.085614,-0.085614,0.119576,0.109149,-1.514176,-1.283417,-4.042981,-2.963894,-2.274509,1.281645,0.326534,0.333603
-4.578662,-4.578662,-0.226348,0.667169,-1.029436,-1.029436,-0.509776,-0.512030,-0.116626,-0.116626,0.244618,0.244618,0.120424,0.107528,0.134729,0.288574,4.441222,5.096459,7.014070,8.412005,0.327006,0.334016
-4.588711,-4.588711,-0.233056,0.659905,-0.990227,-0.990227,-0.827542,-0.918589,-0.111090,-0.111090,0.451279,0.451279,0.125589,0.111177,0.308421,0.088643,5.929904,4.976795,10.298784,2.961546,0.326381,0.333606
-4.598724,-4.598724,-0.242514,0.649396,-1.013996,-1.013996,-1.090768,-1.181816,-0.107830,-0.107830,0.178571,0.178571,0.113957,0.101442,-1.359889,-1.458805,-2.129850,-3.127770,0.157294,-4.127075,0.326272,0.332669
-4.609047,-4.609047,-0.252225,0.639709,-1.041086,-1.041086,-0.767144,-0.723423,-0.107445,-0.107445,-0.100528,-0.100528,0.095463,0.083513,-1.902716,-1.957671,-5.286166,-6.555717,-2.328556,-5.511924,0.326847,0.333604
-4.619370,-4.619370,-0.258583,0.634008,-1.013923,-1.013923,-0.553948,-0.464703,-0.106509,-0.106509,0.145548,0.145548,0.089360,0.078567,-0.436871,-0.096207,2.389754,2.879117,2.500561,8.465954,0.327331,0.334280
-4.629229,-4.629229,-0.265112,0.627813,-0.968767,-0.968767,-0.836105,-0.857290,-0.102137,-0.102137,0.362862,0.362862,0.094863,0.081993,0.263959,0.307920,6.003018,5.207530,7.927468,6.819494,0.326696,0.334126
-4.638923,-4.638923,-0.274288,0.617818,-0.981257,-0.981257,-1.073640,-1.121418,-0.098399,-0.098399,0.159397,0.159397,0.085244,0.075220,-1.247199,-1.368097,-2.028594,-3.275303,0.041372,-4.332448,0.326377,0.333242
-4.648905,-4.648905,-0.284170,0.608101,-1.009309,-1.009309,-0.787877,-0.714859,-0.098222,-0.098222,-0.134616,-0.134616,0.066536,0.058222,-1.958784,-1.837885,-6.151944,-6.440897,-5.121361,-3.720992,0.327057,0.334069
-4.658942,-4.658942,-0.290545,0.602692,-0.987881,-0.987881,-0.478225,-0.382670,-0.098232,-0.098232,0.043283,0.043283,0.059288,0.051546,-0.506166,-0.220455,1.149333,1.466913,1.703831,6.931141,0.327483,0.334744
